"","FID","density","basal","POINT_X","POINT_Y","Line","Type"
"1053",526,44.9979592669,10.6707755722,552153.234756,4566103.41427,"West","Savanna"
"1054",526,185.850817906,37.6687997718,570948.205538,4563863.71353,"East","Forest"
"1055",527,0.078272752235,0.0231622511567,546625.812179,4563597.35525,"West","Prairie"
"1056",527,53.9812974418,18.4904435501,572651.9435,4559067.72462,"East","Forest"
"1057",528,0,0,545653.647612,4564385.52107,"West","Prairie"
"1058",528,638.635028581,75.0754657318,566222.543042,4559003.93598,"East","Forest"
"1059",529,65.4802380621,24.021832284,552986.026228,4565312.19321,"West","Forest"
"1060",529,331.122831494,177.849360131,565269.900504,4564622.27321,"East","Forest"
"1061",530,0,0,553006.668514,4563700.94724,"West","Prairie"
"1062",530,257.766928651,29.3877968876,567825.915629,4559013.61426,"East","Forest"
"1063",531,5.26590014977,1.24875082335,572537.255296,4564703.22565,"East","Savanna"
"1064",531,66.3280589789,53.2701438404,551354.330451,4565283.36563,"West","Forest"
"1065",532,20.1984794821,22.4754464815,553015.171363,4562895.63577,"West","Savanna"
"1066",532,52.9467623157,7.7266138923,570231.284492,4559843.29718,"East","Forest"
"1067",533,41.1501899917,3.75319962632,554705.167901,4564516.03437,"West","Savanna"
"1068",533,1602.11298374,201.305220128,568513.333985,4566272.67634,"East","Forest"
"1069",534,37.3082286768,18.9043585024,554744.594714,4562095.9624,"West","Savanna"
"1070",534,784.147145326,361.005365881,569335.813047,4565435.82429,"East","Forest"
"1071",535,0,0,558008.877001,4559730.4385,"West","Prairie"
"1072",535,296.783329473,173.240447288,569355.279717,4564638.48021,"East","Forest"
"1073",536,0,0,557954.088327,4562962.75081,"West","Prairie"
"1074",536,1456.9612913,73.8253183055,565231.887055,4566240.23916,"East","Forest"
"1075",537,0,0,555543.661845,4562925.65189,"West","Prairie"
"1076",537,0.600037943284,0.190939452144,570923.03396,4566269.71524,"East","Savanna"
"1077",538,0,0,558728.560024,4566210.66684,"West","Prairie"
"1078",538,42.693763575,23.9696402402,574247.102808,4559905.06684,"East","Savanna"
"1079",539,0,0,555566.402322,4561302.63391,"West","Prairie"
"1080",539,93.4818386838,18.6629710474,572561.077288,4562286.62957,"East","Forest"
"1081",540,0.166384668182,0.0394563105028,571710.152784,4566300.26314,"East","Prairie"
"1082",540,6.43396999348,5.81609103732,555587.727706,4559689.68699,"West","Savanna"
"1083",541,18.1577784068,8.51063096334,573370.6742,4563112.36668,"East","Savanna"
"1084",541,205.439520695,25.3998489598,556348.27553,4563754.65856,"West","Forest"
"1085",542,216.476226161,59.6714268263,556289.437631,4566992.28244,"West","Forest"
"1086",542,297.648076784,12.8197430649,573477.017275,4558274.58148,"East","Forest"
"1087",543,21.515164279,3.68484039311,557139.774806,4564577.03568,"West","Savanna"
"1088",543,53.4370128113,8.47508035832,572541.851026,4563087.7591,"East","Forest"
"1089",544,56.3910682243,12.0295597059,573396.703344,4561506.79603,"East","Forest"
"1090",544,97.9044738142,7.24290365134,559620.216611,4560557.23602,"West","Forest"
"1091",545,1.96454272621,0.546501222316,567665.61606,4567105.61152,"East","Savanna"
"1092",545,21.067053506,1.9321448769,558759.204657,4558124.33055,"West","Savanna"
"1093",546,33.4332605328,1.25362535403,558806.819172,4561347.35306,"West","Savanna"
"1094",546,67.6500277978,33.0447391446,572497.273161,4566330.80404,"East","Forest"
"1095",547,0,0,557977.094121,4562148.28679,"West","Prairie"
"1096",547,252.338090347,188.723718116,574230.105062,4560716.58273,"East","Forest"
"1097",548,5.45456825757,0.179651584538,559596.477884,4562175.07268,"West","Savanna"
"1098",548,102.364686959,24.7414903317,572517.264891,4565517.01843,"East","Forest"
"1099",549,25.3237793143,9.29018582537,574142.125446,4564761.54655,"East","Savanna"
"1100",549,185.474112404,30.5438639786,561141.22482,4565435.81056,"West","Forest"
"1101",550,5.79885304103,0.211559198838,560435.73739,4559762.0807,"West","Savanna"
"1102",550,510.736196537,186.331572454,570927.475066,4565468.13255,"East","Forest"
"1103",551,6.027189713,0.345104497924,558016.207641,4558922.93611,"West","Savanna"
"1104",551,42.5554429044,3.2129110182,574199.499089,4563136.96642,"East","Savanna"
"1105",552,0,0,574206.303101,4562332.53248,"East","Prairie"
"1106",552,27.5349041101,3.40432261111,557932.361506,4565399.84414,"West","Savanna"
"1107",553,1.99177115259,0.428929269359,556383.930142,4560514.40052,"West","Savanna"
"1108",553,94.6826603297,44.5221104565,574170.813013,4563949.26013,"East","Forest"
"1109",554,6.03054996825,0.271959504706,559631.287537,4558946.74007,"West","Savanna"
"1110",554,106.81658586,91.1461008029,566109.559237,4566247.52823,"East","Forest"
"1111",555,0,0,559626.894167,4559753.57786,"West","Prairie"
"1112",555,2.08999873444,0.191682256199,574213.106027,4561528.09145,"East","Savanna"
"1113",556,0,0,557946.311448,4563775.95939,"West","Prairie"
"1114",556,126.369610968,7.23566425191,573300.126867,4566352.4279,"East","Forest"
"1115",557,0,0,559552.860405,4564598.92687,"West","Prairie"
"1116",557,503.126400229,29.5727975516,571734.584538,4564684.88797,"East","Forest"
"1117",558,3.97707624716,0.993500639732,556327.745366,4565371.89811,"West","Savanna"
"1118",558,267.217934287,91.5312962762,567710.32306,4566312.18356,"East","Forest"
"1119",559,4.15790618302,1.40315687877,557154.810249,4562953.58238,"West","Savanna"
"1120",559,149.51149419,38.7883992663,567797.012836,4563032.79488,"East","Forest"
"1121",560,0.683918565785,0.277237321902,558023.535489,4558115.42003,"West","Savanna"
"1122",560,111.39794684,75.9201024427,565433.059791,4559808.8172,"East","Forest"
"1123",561,26.6903648182,6.32932909748,559635.684262,4558139.8991,"West","Savanna"
"1124",561,295.750353257,168.591280434,567829.943708,4559818.72,"East","Forest"
"1125",562,72.3083633873,15.9746861989,568566.355772,4564636.54996,"East","Forest"
"1126",562,226.112688943,11.2281530794,554794.149911,4558066.21604,"West","Forest"
"1127",563,0,0,557261.962665,4558101.21426,"West","Prairie"
"1128",563,144.626879387,35.2493738242,569316.345247,4566233.16151,"East","Forest"
"1129",564,9.26619213068,2.15042397576,559613.54355,4561360.88731,"West","Savanna"
"1130",564,112.242668837,11.8298335529,566067.372712,4567069.55454,"East","Forest"
"1131",565,9.2638502459,0.699415268521,556406.995517,4558090.8482,"West","Savanna"
"1132",565,645.221740765,65.3877363444,569368.697224,4563837.54522,"East","Forest"
"1133",566,2.37270115263,1.025532403,556375.406647,4561320.23603,"West","Savanna"
"1134",566,1602.11298374,361.005365881,570119.688869,4566251.44204,"East","Forest"
"1135",567,0,0,557200.662861,4559719.50379,"West","Prairie"
"1136",567,278.088712869,59.7456834013,571061.107057,4558237.37834,"East","Forest"
"1137",568,10.5969894244,4.51581156351,556392.454512,4559708.55434,"West","Savanna"
"1138",568,41.9026361218,7.55872696559,568611.048778,4561431.50877,"East","Savanna"
"1139",569,0,0,556355.530471,4562944.40027,"West","Prairie"
"1140",569,209.481178538,29.4023533311,566135.342067,4565439.21999,"East","Forest"
"1141",570,30.7688503767,24.2592950838,559566.13672,4563794.09338,"West","Savanna"
"1142",570,1602.11298374,26.7934134455,567743.87879,4565473.40195,"East","Forest"
"1143",571,0,0,557120.330045,4566194.70678,"West","Prairie"
"1144",571,0,0,582332.791171,4566559.50524,"East","Prairie"
"1145",572,0,0,558766.75056,4562976.00664,"West","Prairie"
"1146",572,0,0,582303.052857,4567335.88222,"East","Prairie"
"1147",573,0,0,583147.76074,4566583.36451,"East","Prairie"
"1148",573,43.1698474514,19.2932953953,557187.753376,4561327.0277,"West","Savanna"
"1149",574,30.2918952785,5.21870416384,582458.333702,4562526.35121,"East","Savanna"
"1150",574,207.441273129,42.0448178272,555523.093229,4564540.47433,"West","Forest"
"1151",575,3.05593567127,1.06689270213,559579.416445,4562989.24799,"West","Savanna"
"1152",575,139.038745474,43.1870589684,577616.839261,4562400.23171,"East","Forest"
"1153",576,0,0,560380.566379,4563001.68126,"West","Prairie"
"1154",576,196.696463834,54.2191577191,582476.745096,4561720.51946,"East","Forest"
"1155",577,73.1888191177,20.1744151861,577530.596664,4566423.09705,"East","Forest"
"1156",577,147.426233013,9.71125673477,558004.48798,4560532.13049,"West","Forest"
"1157",578,163.560440173,80.8882431605,557899.462145,4567014.36183,"West","Forest"
"1158",578,220.61442691,33.0889461132,580056.469017,4561656.50467,"East","Forest"
"1159",579,51.5772905666,6.37684212713,574282.585494,4558289.7498,"East","Forest"
"1160",579,58.7778592217,19.2995012057,555554.191,4558079.26422,"West","Forest"
"1161",580,64.482169459,7.97235779813,556399.721276,4558899.70869,"West","Forest"
"1162",580,223.761553686,49.4344006152,579151.787981,4565655.33779,"East","Forest"
"1163",581,5.28484973834,2.4770324217,560351.894285,4564614.66149,"West","Savanna"
"1164",581,59.4479609634,10.2417269887,579167.567173,4564846.4474,"East","Forest"
"1165",582,35.7818186477,22.1922401124,559506.358173,4567023.43512,"West","Savanna"
"1166",582,111.129987942,8.16500742613,580860.093785,4561683.70051,"East","Forest"
"1167",583,35.1398007387,12.8912542902,576728.109776,4566407.33984,"East","Savanna"
"1168",583,62.6837627026,5.71721964829,556365.47156,4562132.32309,"West","Forest"
"1169",584,10.0985926193,1.7397910189,557926.190134,4566210.52346,"West","Savanna"
"1170",584,49.9646136428,12.1776902865,581668.418659,4561702.11373,"East","Forest"
"1171",585,6.79448260844,3.19837527834,558817.883447,4559742.01389,"West","Savanna"
"1172",585,179.282697042,49.7824481382,579316.001876,4559214.71161,"East","Forest"
"1173",586,35.6701634109,22.6290719033,577500.897313,4567214.11809,"East","Savanna"
"1174",586,126.818337261,62.7175647773,558745.695598,4564594.04639,"West","Forest"
"1175",587,100.050625263,36.7041936789,559541.896061,4565404.86891,"West","Forest"
"1176",587,257.460207913,11.6106741498,579274.407467,4560824.64488,"East","Forest"
"1177",588,0,0,556341.016054,4564564.90669,"West","Prairie"
"1178",588,53.072289872,34.9597640743,579224.950823,4562439.82418,"East","Forest"
"1179",589,24.1240336775,2.00470783962,557938.53102,4564589.16161,"West","Savanna"
"1180",589,45.7705063555,4.63845157848,578443.9604,4561609.13243,"East","Savanna"
"1181",590,26.0341964582,1.1212963749,555496.90801,4566156.93817,"West","Savanna"
"1182",590,80.9311599818,15.2961421725,577705.525251,4559177.32235,"East","Forest"
"1183",591,32.9531922751,4.07422147256,579136.007468,4566464.22101,"East","Savanna"
"1184",591,229.990562068,8.39073153035,556314.470642,4566178.87947,"West","Forest"
"1185",592,0.799397739356,0.0988348384466,558000.09742,4561333.80917,"West","Savanna"
"1186",592,14.6036535568,7.22218574788,580823.465348,4563292.97281,"East","Savanna"
"1187",593,0,0,547332.024801,4574131.44407,"West","Prairie"
"1188",593,260.393072544,51.3258726543,576083.833273,4559141.21293,"East","Forest"
"1189",594,0,0,548130.817738,4574941.52566,"West","Prairie"
"1190",594,102.345578223,38.3758597542,575899.044898,4567178.02345,"East","Forest"
"1191",595,51.1027335188,20.9224629193,546521.819222,4574123.63165,"West","Forest"
"1192",595,129.993458975,24.3055347637,577547.45699,4565618.80853,"East","Forest"
"1193",596,61.5656278279,5.11610530842,554641.60076,4568590.9097,"West","Forest"
"1194",596,69.7739329059,23.8999621871,577635.07652,4561588.95592,"East","Forest"
"1195",597,0,0,579104.467595,4567253.92457,"East","Prairie"
"1196",597,188.316025001,23.2827577457,553834.475837,4567770.99573,"West","Forest"
"1197",598,28.9151313961,5.93386290168,554612.89959,4571817.41851,"West","Savanna"
"1198",598,207.698892314,71.1439855237,582526.71221,4560108.2632,"East","Forest"
"1199",599,0,0,553820.984169,4569390.15829,"West","Prairie"
"1200",599,100.896580487,24.5911499871,580906.15445,4560066.92528,"East","Forest"
"1201",600,0,0,576909.269675,4558353.63687,"East","Prairie"
"1202",600,71.4544841289,5.9378695298,548184.864351,4569291.75556,"West","Forest"
"1203",601,0,0,579252.845922,4561629.30155,"East","Prairie"
"1204",601,33.5790831129,5.78502266854,553772.281716,4575831.59839,"West","Savanna"
"1205",602,1.35604603209,0.197890175941,551351.037733,4576603.98279,"West","Savanna"
"1206",602,41.7189455759,17.0805558086,580930.715253,4559258.91362,"East","Savanna"
"1207",603,27.6593625881,1.24735332425,550564.630398,4574161.40746,"West","Savanna"
"1208",603,156.511589433,23.4744555076,580883.124803,4560875.31652,"East","Forest"
"1209",604,50.4481272502,6.64623527988,551359.692882,4575770.70933,"West","Forest"
"1210",604,278.225789586,112.924249857,582548.672555,4559303.13653,"East","Forest"
"1211",605,8.98421595885,2.13050888864,580781.806983,4564902.55538,"East","Savanna"
"1212",605,171.603179391,33.7376144005,552167.329563,4575798.02767,"West","Forest"
"1213",606,0,0,548161.59192,4571703.76016,"West","Prairie"
"1214",606,197.635207408,54.9786375119,578397.826714,4563230.92359,"East","Forest"
"1215",607,47.0814443707,11.7612643547,552988.189682,4570997.67212,"West","Forest"
"1216",607,163.146503415,24.4695958267,583333.330985,4560131.65554,"East","Forest"
"1217",608,0,0,578530.811993,4558390.40196,"East","Prairie"
"1218",608,2.58455182505,0.116555444848,551388.158623,4573368.41845,"West","Savanna"
"1219",609,12.1237928349,2.38971122023,549725.297371,4576583.16978,"West","Savanna"
"1220",609,41.8504358471,31.2999509785,579937.021014,4566485.73936,"East","Savanna"
"1221",610,27.706666668,3.65018555759,549773.615936,4571737.81992,"West","Savanna"
"1222",610,253.282743843,23.2295871743,580841.780204,4562488.34023,"East","Forest"
"1223",611,41.4270699301,2.85483123922,546577.846011,4568451.67068,"West","Savanna"
"1224",611,47.7877329843,0.774860854792,581762.952222,4558474.45238,"East","Forest"
"1225",612,0.493882838764,0.0970986017415,552223.558571,4567753.29367,"West","Prairie"
"1226",612,20.762323624,3.57694438567,575014.302268,4566382.81461,"East","Savanna"
"1227",613,22.7021124769,5.33754520508,554569.598114,4575837.85339,"West","Savanna"
"1228",613,162.62166579,28.0165488685,576880.086198,4559964.89872,"East","Forest"
"1229",614,0,0,584075.136655,4562580.60117,"East","Prairie"
"1230",614,82.3214943072,27.0299701226,551408.271565,4570948.57102,"West","Forest"
"1231",615,16.6290890476,0.977425719755,550578.217348,4572557.3872,"West","Savanna"
"1232",615,59.7676553886,74.1369896481,581631.69239,4563312.57794,"East","Forest"
"1233",616,0,0,577660.268139,4560786.1194,"East","Prairie"
"1234",616,30.8560884411,9.06830625751,554620.684608,4571008.44702,"West","Savanna"
"1235",617,5.67199593503,0.701266433853,549765.168757,4572546.80517,"West","Savanna"
"1236",617,292.44345942,77.0553098125,579197.054278,4563250.33963,"East","Forest"
"1237",618,1.58997450737,0.109568668526,550595.163508,4570938.70642,"West","Savanna"
"1238",618,181.401000025,47.7969665827,580010.25901,4563271.66,"East","Forest"
"1239",619,3.65775781108,2.30008583034,576000.009577,4563174.90148,"East","Savanna"
"1240",619,5.36371395868,0.404957262812,552974.962509,4575825.33433,"West","Savanna"
"1241",620,26.2161091381,6.00432215505,547355.175407,4572507.38981,"West","Savanna"
"1242",620,59.1419145253,6.74272134407,577564.316012,4564814.51292,"East","Forest"
"1243",621,36.2004409225,3.81535110571,546585.132362,4567645.74313,"West","Savanna"
"1244",621,51.0235957558,18.7183232079,575160.908255,4559925.7953,"East","Forest"
"1245",622,3.31535237117,0.537572429542,554595.995395,4573420.71613,"West","Savanna"
"1246",622,363.682103565,119.413726345,578365.940869,4564830.48382,"East","Forest"
"1247",623,19.7215006842,0.519637658578,551424.186115,4569334.44917,"West","Savanna"
"1248",623,161.844326709,59.3735970942,575099.753488,4563155.93864,"East","Forest"
"1249",624,105.872889746,45.1167780421,553791.771453,4572609.95523,"West","Forest"
"1250",624,119.594792314,72.2346942659,583376.644648,4558521.27632,"East","Forest"
"1251",625,10.8280027492,1.01502654569,549791.784173,4570124.1961,"West","Savanna"
"1252",625,204.69053192,97.080257125,584120.327271,4560966.44289,"East","Forest"
"1253",626,0,0,547310.14589,4575735.24211,"West","Prairie"
"1254",626,53.6196725865,45.2100299062,578333.301301,4566443.66268,"East","Forest"
"1255",627,0,0,548923.215766,4575754.67391,"West","Prairie"
"1256",627,0,0,577685.458303,4559983.27583,"East","Prairie"
"1257",628,0,0,551385.053539,4574168.86579,"West","Prairie"
"1258",628,178.886041769,14.6841490338,575187.766762,4558312.83192,"East","Forest"
"1259",629,0.602482269646,0.142872103321,546535.295788,4573311.74474,"West","Savanna"
"1260",629,124.793077169,6.32335855413,582501.72941,4560914.39499,"East","Forest"
"1261",630,76.7802805213,37.97141897,546496.740002,4576532.1315,"West","Forest"
"1262",630,443.930208953,30.592214962,582570.631532,4558498.00275,"East","Forest"
"1263",631,34.8731075531,2.26181944531,547396.577635,4567658.56868,"West","Savanna"
"1264",631,37.6073262843,2.83933111107,575979.533881,4563980.35328,"East","Savanna"
