"","FID","POINT_X","POINT_Y","Join","Surveyor","SurveyYear","State","County","cornerid","TreeNo","Group_","L2_tree","L1_tree","L3_tree","TDiameter","TDistance","TDegree","water","generalnotes","Line","AREASYMBOL","MUSYM","MUKEY","temp","precip","DEM","om_r","sandtotal_r","silttotal_r","claytotal_r","kwfact","awc_r","ksat_r","CLASS","NCCPI","distance"
"698",697,730026.9325,523693.2294,"232117700540tree1","David Hillis",1829,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",20,3.621024,"180"," "," ","West","IN099","WkxB",2481976,9.840000153,1027.699951,230.4502716,0.94,51.2799988,30.0699997,18.6499996,0.28,0.18,9.1700001,"Woody Wetlands",0.790000021,-14820.8310913029
"699",698,721822.8317,520847.1169,"232117200340tree2","Abner E. VanNess",1834,"IN","Starke",NA,"tree2","Oak","Black Oak","B oak","Oak",20,14.282928,"76"," "," ","West","IN149","PtA",162628,9.779999733,1022.650024,221.643692,0.5,93.3799973,4.6199999,2,0.04,0.06,91.7399979,"Developed_ Low Intensity",0.370000005,-23250.4278012466
"700",699,734598.483,529219.4393,"233113340300tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",20,24.542496,"78"," "," ","West","IN099","BsxA",2481932,9.949999809,1020.27002,232.5386658,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,"Developed_ Low Intensity",0.419999987,-9769.80460334659
"701",700,739021.616,516153.959,"232113640100tree2","David Hillis",1833,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",20,22.530816,"78"," "," ","West","IN099","WkxC2",2481978,9.840000153,1029.640015,240.1287537,0.94,51.2799988,30.0699997,18.6499996,0.28,0.18,9.1700001,"Developed_ Open Space",0.649999976,-5700.17525926564
"702",701,718559.5789,539553.6825,"234127540300tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","Black Oak","b oak","Oak",20,4.224528,"282"," "," ","West","IN149","Mr",162620,9.800000191,1007.140015,208.6073914,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Cultivated Crops",0.370000005,-16055.4018381866
"703",702,716816.5206,538011.7738,"234127440200tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","Black Oak","b oak","Oak",20,56.528208,"282"," "," ","West","IN149","Mr",162620,9.819999695,1005.380005,209.166748,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Developed_ Open Space",0.370000005,-18256.9687162821
"704",703,715009.4554,531636.7173,"233127340400tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","White Oak","w oak","Oak",20,4.425696,"296.75"," "," ","West","IN149","PtA",162628,9.819999695,1003.039978,210.1491241,0.5,93.3799973,4.6199999,2,0.04,0.06,91.7399979,"Cultivated Crops",0.370000005,-22255.9638780786
"705",704,717480.0156,552405.1592,"235127440500tree2","William Clark",1834,"IN","LaPorte",NA,"tree2","Oak","White Oak","w oak","Oak",20,16.696944,"281"," "," ","West","IN091","Gf",272662,9.800000191,1004.219971,215.0442352,1.6900001,76.4199982,13.5900002,9.9899998,0.15,0.13,15.3999996,"Developed_ Open Space",0.699999988,-17002.5646108462
"706",705,737439.9112,517829.6681,"232113540200tree2","Jeremiah Smith",1836,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",20,27.761184,"80"," "," ","West","IN099","ReyA",1702564,9.819999695,1030.589966,231.3217621,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,"Developed_ Open Space",0.800000012,-7609.66963704865
"707",706,743327.1793,524913.9953,"232123300640tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",20,2.615184,"80"," "," ","West","IN099","RopB",1702566,10.02000046,1020.559998,239.9195709,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Cultivated Crops",0.75,-1708.11490870036
"708",707,737374.6547,516208.2312,"232113540100tree2","David Hillis",1833,"IN","Marshall",NA,"tree2","Oak","Yellow Oak","Y. Oak","Oak",20,15.892272,"280"," "," ","West","IN099","WkxC2",2481978,9.829999924,1033.77002,238.8274536,0.94,51.2799988,30.0699997,18.6499996,0.28,0.18,9.1700001,"Developed_ Open Space",0.649999976,-7342.63808045909
"709",708,719109.7111,535483.1226,"233127600640tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,92.839032,"277"," "," ","West","IN149","PlC",162627,9.800000191,1007.919983,212.5019531,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,"Cultivated Crops",0.310000002,-17014.5159006766
"710",709,735046.5219,516283.635,"232113400100tree1","David Hillis",1833,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",20,80.4672,"86"," "," ","West","IN099","WkxB",2481976,9.850000381,1036.27002,234.4966125,0.94,51.2799988,30.0699997,18.6499996,0.28,0.18,9.1700001," ",0.790000021,-9667.07139599153
"711",710,717748.3213,537998.6376,"234127500200tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,74.230992,"62.25"," "," ","West","IN149","Me",162616,9.800000191,1006.880005,209.9171448,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Developed_ Open Space",0.479999989,-17414.0840223724
"712",711,734539.6579,552571.1265,"235113300540tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W oak","Oak",20,4.02336,"245"," "," ","West","IN141","OlcA",612130,9.840000153,1018.52002,224.2299194,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,"Hay/Pasture",0.660000026,-296.026663387387
"713",712,702412.2404,524817.9276,"232137200540tree1","Abner E. Van Ness",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,75.035664,"258"," "," ","West","IN149","Me",162616,9.890000343,982.4400024,208.2043304,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Cultivated Crops",0.479999989,-36541.9944626704
"714",713,721958.8364,544179.6648,"234117140600tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","White Oak","w oak","Oak",20,58.942224,"215.5"," "," ","West","IN149","Me",162616,9.75,1008.01001,208.9752197,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Cultivated Crops",0.479999989,-11623.4478977726
"715",714,717205.2874,545977.8294,"235127440100tree2","William Clark",1834,"IN","LaPorte",NA,"tree2","Oak","White Oak","w oak","Oak",20,1,"272.5"," "," ","West","IN091","Gf",272662,9.760000229,1004.179993,208.0201263,1.6900001,76.4199982,13.5900002,9.9899998,0.15,0.13,15.3999996,"Cultivated Crops",0.699999988,-16325.6118674282
"716",715,728290.4186,526211.5215,"233117600100tree2","David Hillis",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,229.33152,"272.34"," "," ","West","IN149","PlB",162626,9.819999695,1022.98999,227.213562,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,"Developed_ Open Space",0.330000013,-15538.5010946187
"717",716,744135.5396,525689.8285,"233123340100tree2","Robert Clark",1833,"IN","Marshall",NA,"tree2","Oak","Yellow Oak","Y. Oak","Oak",20,11.265408,"272"," "," ","West","IN099","RoqC2",2481965,9.989999771,1019.710022,235.960495,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,"Cultivated Crops",0.660000026,-1703.33199272497
"718",717,711447.4359,525279.4201,"232127140600tree1","Robert Clark Jr",1833,"IN","Starke",NA,"tree1","Oak","Black Oak","B oak","Oak",20,15.0876,"165"," "," ","West","IN149","MpB",162619,9.829999924,993.1400146,217.7677155,0.6,68.3899994,21.3700008,10.2399998,0.22,0.12,62.0099983,"Developed_ Open Space",0.589999974,-28375.0032245431
"719",718,734289.7963,516306.7253,"232113340100tree1","David Hillis",1833,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",20,127.138176,"88"," "," ","West","IN099","BsxA",2481932,9.850000381,1036.469971,231.2516632,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,"Developed_ Open Space",0.419999987,-10421.5472058519
"720",719,724595.2049,550512.8507,"235117300400tree2","William Clark",1834,"IN","St. Joseph",NA,"tree2","Oak","Red Oak","r oak","Oak",20,25.548336,"271"," "," ","West","IN091","Ph",272682,9.819999695,1009.219971,210.4487152,1.87,53.6399994,30.8400002,15.5200005,0.2,0.16,28.8700008,"Developed_ Low Intensity",0.639999986,-9967.75589403293
"721",720,712574.0525,530091.4449,"233127200300tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,56.930544,"121.75"," "," ","West","IN149","Px",162630,9.81000042,998.9699707,206.8861389,1.58,89.2900009,6.96,3.75,0.06,0.07,91.7399979,"Cultivated Crops",0.5,-25106.3727624339
"722",721,729843.8303,538956.0721,"234117640300tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","White Oak","w oak","Oak",20,90.5256,"186"," "," ","West","IN149","PlB",162626,9.859999657,1015.359985,223.5786896,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,"Developed_ Open Space",0.330000013,-5739.27663032298
"723",722,729854.8434,538954.9527,"234117640300tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,90.726768,"179"," "," ","West","IN149","Wk",162636,9.859999657,1015.359985,223.6609039,1.9400001,87.7600021,7.52,4.7199998,0.08,0.09,91.7399979,"Developed_ Open Space",0.529999971,-5729.4277889828
"724",723,731847.8485,521026.8619,"232113200400tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",20,200.16216,"182"," "," ","West","IN099","GdnA",2451235,9.880000114,1034.339966,224.4829865,3.53,77.1800003,13.3500004,9.4700003,0.14,0.11,16.25,"Cultivated Crops",0.720000029,-13347.337225977
"725",724,726437.0651,534337.2847,"233117440600tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,14.282928,"183.75"," "," ","West","IN149","PtA",162628,9.829999924,1015.299988,221.3663177,0.5,93.3799973,4.6199999,2,0.04,0.06,91.7399979,"Deciduous Forest",0.370000005,-10867.3985165651
"726",725,728803.5515,533465.6236,"233117600540tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,13.07592,"311.75"," "," ","West","IN149","Mr",162620,9.859999657,1016.549988,224.4727478,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Developed_ Open Space",0.370000005,-9597.4607110659
"727",726,704433.4735,554640.019,"235137240600tree1","William Clark",1834,"IN","LaPorte",NA,"tree1","Oak","Yellow Oak","y oak","Oak",20,16.495776,"8"," "," ","West","IN091","TcB",272695,9.840000153,1008.219971,229.0259705,0.92,59.3100014,28.0699997,12.6199999,0.25,0.14,9.1700001,"Deciduous Forest",0.550000012,-30044.9207824373
"728",727,720839.4532,518443.7031,"232117140200tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","B oak","Oak",20,63.166752,"225.5"," "," ","West","IN149","Mr",162620,9.829999924,1019,218.4698029,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Deciduous Forest",0.370000005,-24025.9482273105
"729",728,707589.5554,549649.6038,"235137440300tree2","William Clark",1834,"IN","LaPorte",NA,"tree2","Oak","White Oak","w oak","Oak",20,13.277088,"187"," "," ","West","IN091","TcA",272694,9.789999962,1002.619995,218.0756989,0.92,59.3100014,28.0699997,12.6199999,0.25,0.14,9.1700001,"Cultivated Crops",0.550000012,-26279.3810978254
"730",729,729257.5515,524502.2187,"232117640600tree2","Abner E. VanNess",1834,"IN","Starke",NA,"tree2","Oak","White Oak","W oak","Oak",20,40.635936,"171"," "," ","West","IN149","MpB",162619,9.819999695,1025.160034,232.7169037,0.6,68.3899994,21.3700008,10.2399998,0.22,0.12,62.0099983,"Developed_ Open Space",0.589999974,-15478.5048152899
"731",730,733307.9289,538932.484,"234113240300tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W oak","Oak",20,8.449056,"191"," "," ","West","IN099","BsxA",2481932,9.920000076,1016.51001,240.8904266,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,"Cultivated Crops",0.419999987,-2601.66882639645
"732",731,708821.8059,520579.5017,"232137600300tree1","Abner E. Van Ness",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,21.524976,"128"," "," ","West","IN149","Mr",162620,9.859999657,984.2299805,216.1627502,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Developed_ Open Space",0.370000005,-33197.1875067088
"733",732,708801.1863,520575.867,"232137600300tree2","Abner E. Van Ness",1834,"IN","Starke",NA,"tree2","Oak","Black Oak","b oak","Oak",20,18.10512,"191"," "," ","West","IN149","Mr",162620,9.859999657,984.2299805,216.2655945,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Developed_ Open Space",0.370000005,-33215.9166013003
"734",733,739868.5951,517750,"232113700200tree1","Sylvester Sibley",1833,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",20,23.938992,"356"," "," ","West","IN099","WftA",2481973,9.850000381,1027.73999,239.0786133,2.24,27.2600002,52.7799988,19.9599991,0.37,0.2,7.1900001,"Developed_ Open Space",0.920000017,-5270.17605230074
"735",734,739864.3997,517706.6164,"232113700200tree2","Sylvester Sibley",1833,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",20,20.1168,"192"," "," ","West","IN099","WkxB",2481976,9.850000381,1027.73999,240.2129517,0.94,51.2799988,30.0699997,18.6499996,0.28,0.18,9.1700001,"Developed_ Open Space",0.790000021,-5259.76598475488
"736",735,706419.8357,540069.2703,"234137400300tree1","Jeremiah Smith",1835,"IN","LaPorte",NA,"tree1","Oak","Black Oak","b oak","Oak",20,1.408176,"53.5"," "," ","West","IN091","BtA",272649,9.779999733,998.1900024,206.8480072,0.54,88.9199982,7.3099999,3.77,0.12,0.07,91.7399979,"Cultivated Crops",0.389999986,-27615.8847699266
"737",736,708078.4895,540768.3814,"234137500340tree2","Jeremiah Smith",1835,"IN","LaPorte",NA,"tree2","Oak","Black Oak","b oak","Oak",20,29.16936,"164.5"," "," ","West","IN091","Br",272648,9.779999733,999.1500244,206.4498291,1.27,72.2099991,17.5599995,10.2299995,0.12,0.12,65.6999969,"Herbaceous",0.519999981,-25856.3324733685
"738",737,726560.0932,537573.6476,"234117440200tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","White Oak","w oak","Oak",20,15.0876,"231.75"," "," ","West","IN149","BeA",162607,9.819999695,1014.109985,218.988739,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,"Developed_ Open Space",0.319999993,-9301.39585966951
"739",738,708865.2815,522185.9963,"232137600400tree1","Abner E. Van Ness",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,5.0292,"340"," "," ","West","IN149","PtA",162628,9.850000381,984.7399902,214.7561188,0.5,93.3799973,4.6199999,2,0.04,0.06,91.7399979,"Developed_ Low Intensity",0.370000005,-32230.1998131051
"740",739,707270.2111,523059.7247,"232137500440tree1","Abner E. Van Ness",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,4.02336,"25"," "," ","West","IN149","PlB",162626,9.869999886,983.3499756,211.4904327,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,"Developed_ Open Space",0.330000013,-33094.9659573926
"741",740,732645.7799,542235.8871,"234113200500tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W oak","Oak",20,53.510688,"12"," "," ","West","IN099","TxuB",1702570,9.890000343,1016.22998,226.1250305,0.48,88.9300003,6.6500001,4.4200001,0.08,0.09,91.7399979,"Cultivated Crops",0.460000008,-2290.96742049951
"742",741,724170.8866,538477.3995,"234117300240tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","White Oak","w oak","Oak",20,17.702784,"224.5"," "," ","West","IN149","Me",162616,9.789999962,1011.780029,213.8929596,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Developed_ Open Space",0.479999989,-11306.6993219893
"743",742,724255.2082,519909.546,"232117340300tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",20,56.125872,"105"," "," ","West","IN149","Wk",162636,9.829999924,1027.689941,220.3738861,1.9400001,87.7600021,7.52,4.7199998,0.08,0.09,91.7399979,"Cultivated Crops",0.529999971,-20904.6843897982
"744",743,722511.9511,518399.3343,"232117240200tree2","Abner E. VanNess",1834,"IN","Starke",NA,"tree2","Oak","Black Oak","b oak","Oak",20,6.839712,"208.5"," "," ","West","IN149","PtA",162628,9.829999924,1026.310059,221.8244934,0.5,93.3799973,4.6199999,2,0.04,0.06,91.7399979,"Developed_ Open Space",0.370000005,-22361.602031295
"745",744,712499.4401,528445.1864,"233127200200tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,76.846176,"150.75"," "," ","West","IN149","Mr",162620,9.81000042,998.25,209.9932709,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Cultivated Crops",0.370000005,-25889.2029182375
"746",745,735752.0057,516217.4471,"232113440100tree2","David Hillis",1833,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",20,47.073312,"210"," "," ","West","IN049","WkC2",162601,9.829999924,1034.829956,233.5807495,1.0599999,50.0299988,31.0699997,18.8999996,0.29,0.18,9.1700001," ",0.649999976,-8958.64111795697
"747",746,709690.9773,541446.6951,"234137600400tree2","Jeremiah Smith",1834,"IN","LaPorte",NA,"tree2","Oak","Black Oak","b oak","Oak",20,89.51976,"210.25"," "," ","West","IN091","Mx",272675,9.789999962,1000.469971,206.5478973,0.65,90.7799988,5.5300002,3.6900001,0.17,0.09,91.7399979,"Cultivated Crops",0.49000001,-24151.6836389946
"748",747,727552.7777,542356.8923,"234117500500tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,11.06424,"149"," "," ","West","IN149","BeA",162607,9.840000153,1013.140015,219.5119019,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,"Developed_ Open Space",0.319999993,-6689.92525085824
"749",748,734084.4034,538111.7586,"234113300240tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W oak","Oak",20,5.230368,"148"," "," ","West","IN099","OndA",2481950,9.970000267,1017.080017,242.8134766,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,"Cultivated Crops",0.779999971,-2643.67909045386
"750",749,711382.649,523697.803,"232127140500tree1","Robert Clark Jr",1833,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",20,7.04088,"79"," "," ","West","IN149","BeA",162607,9.819999695,990.5300293,215.2787781,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,"Developed_ Open Space",0.319999993,-29299.1860101979
"751",750,711382.8403,523684.6478,"232127140500tree2","Robert Clark Jr",1833,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,14.08176,"147"," "," ","West","IN149","BeA",162607,9.819999695,990.5300293,215.0780945,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,"Developed_ Open Space",0.319999993,-29306.5087039592
"752",751,721461.8671,531357.5601,"233117140400tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,10.360152,"55.5"," "," ","West","IN149","PlA",162625,9.800000191,1012.340027,217.7744446,0.73,94.3499985,3.74,1.91,0.03,0.07,55,"Hay/Pasture",0.330000013,-16662.4785783392
"753",752,728493.6427,543817.9237,"234117540600tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",20,129.75336,"140.5"," "," ","West","IN149","Me",162616,9.859999657,1013.429993,216.6161346,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Deciduous Forest",0.479999989,-5263.89335207197
"754",753,722537.7972,538526.4193,"234117200240tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,44.659296,"220"," "," ","West","IN149","PlB",162626,9.789999962,1011.23999,214.1051788,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,"Cultivated Crops",0.330000013,-12879.0310075516
"755",754,718344.0564,553159.0125,"235127500540tree1","William Clark",1834,"IN","LaPorte",NA,"tree1","Oak","Yellow Oak","y oak","Oak",20,2.212848,"245.5"," "," ","West","IN091","Br",272648,9.800000191,1004.219971,215.5490265,1.27,72.2099991,17.5599995,10.2299995,0.12,0.12,65.6999969,"Developed_ Open Space",0.519999981,-16110.9102009564
"756",755,718348.1168,553157.3231,"235127500540tree2","William Clark",1834,"IN","LaPorte",NA,"tree2","Oak","Yellow Oak","y oak","Oak",20,3.218688,"139"," "," ","West","IN091","Br",272648,9.800000191,1004.219971,215.6386719,1.27,72.2099991,17.5599995,10.2299995,0.12,0.12,65.6999969,"Herbaceous",0.519999981,-16106.8763338666
"757",756,714074.7903,527596.5358,"233127300140tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",20,53.410104,"138.75"," "," ","West","IN149","PlB",162626,9.819999695,999.9699707,216.569046,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,"Herbaceous",0.330000013,-24924.5795304311
"758",757,729211.0247,544642.2051,"234117600640tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","Black Oak","b oak","Oak",20,66.586608,"222"," "," ","West","IN149","Me",162616,9.859999657,1013.25,220.4301758,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Woody Wetlands",0.479999989,-4371.91054696814
