FID,POINT_X,POINT_Y,Join,Surveyor,SurveyYear,State,County,cornerid,TreeNo,Group_,L2_tree,L1_tree,L3_tree,TDiameter,TDistance,TDegree,water,generalnotes,Line,AREASYMBOL,MUSYM,MUKEY,temp,precip,DEM,om_r,sandtotal_r,silttotal_r,claytotal_r,kwfact,awc_r,ksat_r,CLASS,NCCPI
4470,762910.94560,522617.18250,232143300540tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Other,Beech,Beech,Beech,15,2.615184,255.25, , ,East,IN099,BufA,2481933,9.909999847,1002.419983,242.2624207,0.6,68.0599976,20.6900005,11.25,0.2,0.14,28.0499992,Cultivated Crops,0.649999976
4471,746936.48940,536162.66240,234123500140tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,15,6.03504,102.5, , ,East,IN099,OlcA,1702559,10.01000023,1018.98999,248.4776917,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Developed_ Open Space,0.660000026
4472,740897.74460,549248.45320,235113700340tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,15,15.288768,326.5, , ,East,IN099,CvdA,1702545,9.829999924,1026.890015,245.5305176,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4473,767631.54400,516083.16010,232143600140tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,Beech,Beech,Beech,15,4.425696,99, , ,East,IN085,WlB,160929,10,999.8200073,262.3969421,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,Cultivated Crops,0.75999999
4474,735792.28080,541306.24510,234113400440tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Butternut,W walnut,Walnut,15,8.851392,252, , ,East,IN099,GdnA,2451235,9.960000038,1017.340027,238.2417908,3.53,77.1800003,13.3500004,9.4700003,0.14,0.11,16.25,Cultivated Crops,0.720000029
4475,749068.20200,553759.62210,235123600640tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Cherry,cherry,Cherry,15,6.638544,220, , ,East,IN141,RopA,612351,9.789999962,1034.640015,254.7648621,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75999999
4476,763654.37180,520197.46820,232143340400tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Other,White Ash,w ash,Ash,15,2.5146,348.5, , ,East,IN099,WciAH,2495705,9.890000343,1001.859985,237.2814789,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002,Developed_ Open Space,0.469999999
4477,746132.71500,536988.13330,234123440200tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,15,3.621024,339, , ,East,IN099,WkxC2,2481978,10.01000023,1019.109985,246.5822144,0.94,51.2799988,30.0699997,18.6499996,0.28,0.18,9.1700001,Cultivated Crops,0.649999976
4478,759535.57490,525071.44160,233143100100tree2,Robert Clark,1834,IN,Marshall,NA,tree2,Other,Basswood,lynn,Basswood,15,3.01752,94, , ,East,IN099,RopC2,2481967,9.949999809,1005.73999,252.8694916,0.84,54.1100006,27.5400009,18.3500004,0.25,0.15,21.3099995,Developed_ Medium Intensity,0.629999995
4479,758951.67580,533160.09440,233133640600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Beech,beech,Beech,15,4.02336,23, , ,East,IN099,BshA,1702515,9.979999542,1007.359985,254.029953,0.46,66.5899963,20.2700005,13.1400003,0.17,0.15,28.2299995,Cultivated Crops,0.660000026
4480,769919.37170,548294.57030,235143700340tree1,99999,1829,IN,St. Joseph,NA,tree1,Other,Elm,Elm,Elm,15,4.828032,335, , ,East,IN039,CvdA,165351,9.859999657,993.2000122,265.9785156,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4481,758861.64890,529928.55700,233133640400tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,15,1.408176,71, , ,East,IN099,BuuA,1702542,9.989999771,1007.280029,257.3755798,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Cultivated Crops,0.790000021
4482,760027.81080,542050.02790,234133700540tree2,David Hillis,1833,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,15,4.224528,313, , ,East,IN099,BuuA,1702542,9.920000076,1008.179993,252.9879761,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4483,764787.76170,537822.88210,234143400300tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,Elm,elm,Elm,15,9.05256,57, , ,East,IN099,CvdA,1702545,9.930000305,1001.130005,248.7992706,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4484,773220.79930,551440.37870,235153300540tree2,Reuben J. Dawson,1834,IN,Elkhart,NA,tree2,Other,Maple,Maple,Maple,15,7.04088,305, , ,East,IN039,CvdA,165351,9.819999695,988.1300049,269.9926453,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Hay/Pasture,0.560000002
4485,761874.76530,548590.64200,235143200340tree1,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree1,Other,Red Elm,R. Elm,Elm,15,3.218688,52.75, , ,East,IN099,BuuA,1702542,9.880000114,1008.469971,252.8592072,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4486,749966.47800,532710.76160,233123700540tree2,Robert Clark,1833,IN,Marshall,NA,tree2,Other,Aspen,Aspen,Poplar,15,70.4088,254, , ,East,IN099,OlcB,1702560,10.02000046,1017.830017,250.7788696,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Cultivated Crops,0.660000026
4487,777467.04860,519146.27070,232153600340tree1,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree1,Other,Red Elm,R. Elm,Elm,15,4.02336,285.5, , ,East,IN085,WlB,160929,10.05000019,988.5800171,268.7867432,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,Cultivated Crops,0.75999999
4488,754474.13930,544832.63720,235133340100tree1,Robert Clark Jr,1833,IN,Marshall,NA,tree1,Other,Hickory,hickory,Hickory,15,10.259568,25, , ,East,IN099,PnyA,2481952,9.899999619,1018.469971,245.1313019,1.89,69.4100037,22.0799999,8.5100002,0.17,0.14,35.2200012,Cultivated Crops,0.670000017
4489,742488.64300,548387.72910,235123200300tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Hickory,hickory,Hickory,15,9.857232,196, , ,East,IN099,CvdA,1702545,9.81000042,1029.780029,258.427887,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4490,760281.89280,551081.37620,235133700500tree1,Robert Clark Jr,1833,IN,Marshall,NA,tree1,Other,Maple,maple,Maple,15,19.915632,326, , ,East,IN141,CvdA,200312,9.859999657,1013.609985,251.7364197,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.560000002
4491,753103.52420,552914.58520,235133240600tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Sugar Maple,sugar,Maple,15,5.632704,262, , ,East,IN141,CvdA,200312,9.800000191,1032.630005,255.5704346,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4492,757743.15730,517916.18550,232133600240tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Sugar Maple,sugar,Maple,15,2.212848,308, , ,East,IN099,RoqC2,2481965,9.899999619,1010.650024,239.5143738,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Cultivated Crops,0.660000026
4493,749069.86130,525512.40320,233123640100tree1,Robert Clark,1833,IN,Marshall,NA,tree1,Other,Sugar Maple,Sugar,Maple,15,3.822192,317.5, , ,East,IN099,RopA,1702565,10.01000023,1016.72998,250.6331329,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75999999
4494,753909.47660,552886.84500,235133300600tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Sugar Maple,Sugar,Maple,15,3.218688,174, , ,East,IN141,ReyA,200282,9.800000191,1030.060059,255.3661499,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
4495,747384.61750,550685.41480,235123500440tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Swamp Ash-I,Swp. Ash,Ash,15,3.218688,275, , ,East,IN141,CvdA,200312,9.819999695,1034.349976,253.9524994,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4496,762744.02320,550965.41610,235143240500tree2,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree2,Other,Hickory,Hickory,Hickory,15,7.04088,201.5, , ,East,IN141,CvdA,200312,9.880000114,1005.97998,253.3208771,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.560000002
4497,763181.00820,538684.52310,234143300340tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,Aspen,aspen,Poplar,15,3.419856,293.5, , ,East,IN099,BuuA,1702542,9.930000305,1003.900024,247.0228882,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Woody Wetlands,0.790000021
4498,766494.64600,540983.30850,234143500500tree2,Reuben J. Dawson,1835,IN,Marshall,NA,tree2,Other,White Ash,w ash,Ash,15,4.425696,285.75, , ,East,IN085,Bc,160850,9.930000305,998.5999756,251.5935059,2.49,51,30.0400009,18.9599991,0.21,0.19,9.1700001,Developed_ Open Space,0.779999971
4499,764806.67310,538645.03450,234143400340tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,Aspen,aspen,Poplar,15,24.341328,0, , ,East,IN099,CvdA,1702545,9.930000305,1001.25,247.8029938,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4500,770513.19460,540846.01920,234153140500tree1,Reuben J. Dawson,1835,IN,Kosciusko,NA,tree1,Other,Poplar,Poplar,Poplar/tulip poplar,15,7.242048,204.5, , ,East,IN085,Re,160908,9.920000076,992.2000122,253.0083466,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
4501,745415.48250,540221.63540,234123400400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,elm,Elm,15,4.02336,346, , ,East,IN099,ReyA,1702564,10,1019.799988,252.769516,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Open Space,0.800000012
4502,752930.24330,517276.03120,232133300200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Aspen,Poplar,Poplar/tulip poplar,15,3.822192,46, , ,East,IN099,CvdA,1702545,9.909999847,1015.179993,247.6310272,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Cultivated Crops,0.560000002
4503,768438.06190,552395.38470,235143600600tree2,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree2,Other,White Ash,W. Ash,Ash,15,5.934456,62, , ,East,IN039,JaaAK,165380,9.869999886,995.4299927,257.7928467,1.66,41.0800018,41.9199982,17,0.35,0.19,12.2200003,Developed_ Open Space,0.75
4504,759754.59050,533141.40420,233133700600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Elm,Elm,Elm,15,3.01752,327, , ,East,IN099,BuuA,1702542,9.970000267,1006.52002,253.3218231,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4505,763610.13900,553305.13760,235143300640tree2,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree2,Other,Red Elm,R. Elm,Elm,15,1.810512,103.5, , ,East,IN141,BuuA,200283,9.880000114,1004.469971,254.5237427,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4506,772640.55520,519222.32350,232153300340tree1,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree1,Other,Sycamore,sycamore,Sycamore,15,5.0292,77.5, , ,East,IN085,We,160928,9.970000267,991.4699707,249.9475098,2.1600001,50.2000008,34.25,15.5500002,0.26,0.2,9.0100002,Deciduous Forest,0.939999998
4507,754709.91650,523613.08450,232133400600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Tamarack,tamk,Tamarack,15,4.626864,16, , ,East,IN099,HtbAU,1702551,9.949999809,1011.099976,240.1115723,0,0,0,0,0,0,0,Cultivated Crops,0.150000006
4508,737440.63440,542085.55290,234113500500tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Hickory,Hicky,Hickory,15,7.644384,297, , ,East,IN099,RopA,1702565,10.02000046,1018.22998,250.1984253,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75999999
4509,764503.53640,521780.57840,232143400500tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Oak,Bur Oak,burr oak,Oak,14,9.454896,29, , ,East,IN085,Gr,160867,9.890000343,1000.169983,237.2765503,2.0699999,74.9100037,11.4300003,13.6599998,0.15,0.12,37.3699989,Woody Wetlands,0.25999999
4510,753297.11850,532588.64870,233133300540tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Bur Oak,Burr oak,Oak,14,1.00584,104, , ,East,IN099,BuuA,1702542,10.02999973,1015.289978,251.7696381,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Cultivated Crops,0.790000021
4511,766028.19060,517732.54720,232143500240tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Oak,Bur Oak,burr oak,Oak,14,5.632704,299, , ,East,IN085,WlB,160929,9.93999958,1000.679993,249.8539886,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,Deciduous Forest,0.75999999
4512,748076.59420,546640.76520,235123540200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Jack Oak-IA,J oak,Oak,14,5.833872,276, , ,East,IN099,BuuA,1702542,9.840000153,1029.02002,253.0407104,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4513,764452.28960,520179.29260,232143400400tree2,Reuben J. Dawson,1834,IN,Marshall,NA,tree2,Oak,Bur Oak,burr oak,Oak,14,3.218688,296.5, , ,East,IN099,BshA,1702515,9.890000343,1000.97998,239.8793182,0.46,66.5899963,20.2700005,13.1400003,0.17,0.15,28.2299995,Cultivated Crops,0.660000026
4514,766915.38360,524911.42280,233143540100tree2,Robert Clark,1834,IN,Marshall,NA,tree2,Oak,Spanish Oak,Sp Oak,Oak,14,35.807904,272, , ,East,IN085,Gr,160867,9.899999619,996.9199829,238.87323,2.0699999,74.9100037,11.4300003,13.6599998,0.15,0.12,37.3699989,Emergent Herbaceous Wetlands,0.25999999
4515,779106.10110,523958.64140,232153700640tree2,S. Sibley,1833,IN,Kosciusko,NA,tree2,Oak,White Oak,w oak,Oak,14,14.282928,234.5, , ,East,IN085,Sn,160920,9.930000305,988.1300049,246.6510468,1.53,40.9700012,38.7299995,20.2999992,0.34,0.18,9.1700001,Deciduous Forest,0.75999999
4516,746413.31290,545088.23490,235123440100tree2,Robert Clark Jr,9999,IN,Marshall,NA,tree2,Oak,White Oak,w oak,Oak,14,8.650224,320, , ,East,IN099,CvdA,1702545,9.890000343,1025.449951,255.7238922,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4517,777434.57250,515927.40020,232153600140tree2,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree2,Oak,White Oak,w oak,Oak,14,3.621024,273.75, , ,East,IN085,MbA,160882,10.13000011,989.2399902,270.3801575,0.53,76.25,17.0900002,6.6599998,0.18,0.11,79.6699982,Developed_ Open Space,0.620000005
4518,766148.14970,524939.38490,233143500100tree1,Robert Clark,1834,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,14,12.07008,0, , ,East,IN085,Gm,160865,9.909999847,998.4699707,239.8797455,4.27,70.1500015,17.7199993,12.1300001,0.14,0.14,35.2200012,Woody Wetlands,0.720000029
4519,750418.98490,542565.86470,234123700540tree1,Robert Clark,1834,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,14,41.641776,75.25, , ,East,IN099,BufA,2481933,9.93999958,1020.799988,246.1125488,0.6,68.0599976,20.6900005,11.25,0.2,0.14,28.0499992,Woody Wetlands,0.649999976
4520,761167.34500,552642.46050,235143140600tree1,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree1,Oak,White Oak,W. Oak,Oak,14,1.207008,58.75, , ,East,IN141,WoaB2,625238,9.859999657,1010.51001,251.3416443,1.01,35.5699997,37.7799988,26.6499996,0.3,0.14,8.2600002,Cultivated Crops,0.409999996
4521,779126.77550,525563.09520,233153700140tree1,Robert Clark Jr,1833,IN,Kosciusko,NA,tree1,Oak,Spanish Oak,Sp. Oak,Oak,14,3.01752,222, , ,East,IN085,Se,160916,9.890000343,988.0599976,253.5449677,1.51,50.9300003,25.2099991,23.8600006,0.22,0.16,10.4099998,Developed_ Medium Intensity,0.639999986
4522,748829.71500,543482.98790,234123600600tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,14,44.860464,45, , ,East,IN099,OlcB,1702560,9.909999847,1023.409973,250.214386,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Cultivated Crops,0.660000026
4523,749544.26510,541780.39870,234123640500tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,w oak,Oak,14,11.667744,28, , ,East,IN099,RopA,1702565,9.960000038,1020.849976,251.5211182,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75999999
4524,769526.04320,532944.40880,233143700600tree2,Robert Clark,1834,IN,Marshall,NA,tree2,Oak,White Oak,w oak,Oak,14,5.0292,329, , ,East,IN085,BoB,160853,9.970000267,993.4500122,259.2194214,0.96,79.3000031,11.4899998,9.21,0.08,0.09,76.4000015,Developed_ Open Space,0.449999988
4525,774223.88970,518383.92740,232153400300tree2,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree2,Oak,Red Oak,r oak,Oak,14,5.833872,314, , ,East,IN085,WlB,160929,10,990.2600098,263.1342773,1,49.4900017,31.0100002,19.5,0.29,0.18,8.9799995,Developed_ Open Space,0.75999999
4526,746320.31120,517525.76600,232123500200tree1,Robert Clark Jr,1835,IN,Marshall,NA,tree1,Oak,Yellow Oak,Y. Oak,Oak,14,17.501616,260, , ,East,IN099,RoqC2,2481965,9.880000114,1019.640015,258.2571106,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Cultivated Crops,0.660000026
4527,758580.64300,518706.36080,232133640300tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Red Oak,Red Oak,Oak,14,8.04672,64, , ,East,IN099,WciAH,2495705,9.890000343,1009.460022,233.8895264,1.58,58.0699997,26.3899994,16.5400009,0.28,0.15,28.5100002,Deciduous Forest,0.469999999
4528,771064.36700,523277.40280,232153200600tree1,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree1,Oak,White Oak,w oak,Oak,14,4.425696,89.25, , ,East,IN085,OrA,160898,9.909999847,993.2600098,245.2381134,0.57,83.2200012,11.2700005,5.5100002,0.11,0.1,82.8499985,Cultivated Crops,0.560000002
4529,750457.04170,544937.74080,235123700100tree1,Robert Clark Jr,9999,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,14,5.0292,242, , ,East,IN099,CwkB,2481936,9.890000343,1023.309998,247.2778625,0.92,76.8600006,13.1800003,9.96,0.17,0.1,61.2599983,Cultivated Crops,0.560000002
4530,753047.73930,546498.68600,235133240200tree2,Robert Clark Jr,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,14,131.362704,75, , ,East,IN099,WtbA,2487341,9.880000114,1024.630005,246.4437714,1.29,40.6300011,37.5699997,21.7999992,0.32,0.19,9.3100004,Developed_ Open Space,0.889999986
4531,750450.27860,545747.38640,235123700140tree1,Robert Clark Jr,9999,IN,Marshall,NA,tree1,Oak,Pin Oak,pin oak,Oak,14,29.974032,266.33, , ,East,IN099,HtbAN,1702550,9.890000343,1024.910034,247.8391571,0,0,0,0,0,0,0,Cultivated Crops,0.910000026
4532,767864.41900,533721.72420,233143600640tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Oak,Bur Oak,burr oak,Oak,14,49.28616,262.5, , ,East,IN085,Pa,160904,9.949999809,995.960022,253.8444519,1.5,41,38,21,0.32,0.18,7.7600002,Cultivated Crops,0.899999976
4533,737401.84490,540473.26470,234113500400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,14,7.443216,273, , ,East,IN099,SdzA,2453035,10.02999973,1017.869995,249.7982636,0.81,57.4000015,28.6499996,13.9499998,0.29,0.13,37.0499992,Cultivated Crops,0.560000002
4534,750344.73560,541805.82220,234123700500tree1,Robert Clark,1834,IN,Marshall,NA,tree1,Oak,Yellow Oak,y oak,Oak,14,97.968816,358.67, , ,East,IN099,RoqC2,2481965,9.960000038,1020.849976,249.0149841,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Developed_ Open Space,0.660000026
4535,751977.77770,542423.77520,234133200540tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,14,39.630096,174, , ,East,IN099,RopA,1702565,9.930000305,1020.150024,249.1226349,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75999999
4536,769371.88330,525699.50280,233143700140tree1,Robert Clark,1834,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,14,30.577536,310, , ,East,IN085,OrB,160899,9.909999847,995.2399902,242.727356,0.57,83.2200012,11.2700005,5.5100002,0.11,0.1,82.8499985,Cultivated Crops,0.560000002
4537,740789.35800,545221.45820,235123100100tree2,Robert Clark Jr,9999,IN,Marshall,NA,tree2,Oak,White Oak,w oak,Oak,14,7.242048,207, , ,East,IN099,RopB,1702566,9.93999958,1021.880005,253.7180328,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
4538,771101.85560,532093.51380,233153200540tree2,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree2,Oak,Red Oak,R Oak,Oak,14,40.2336,260.75, , ,East,IN085,RxB,160913,9.970000267,992.8599854,258.0197754,0.81,66.1800003,20.8799992,12.9399996,0.19,0.13,38.7599983,Developed_ Open Space,0.649999976
4539,769526.97630,533692.21520,233143700640tree2,Robert Clark,1834,IN,Marshall,NA,tree2,Oak,White Oak,w oak,Oak,14,13.478256,263, , ,East,IN085,KoB,160874,9.960000038,994.2600098,258.62677,1,64.8099976,17.1299992,18.0599995,0.13,0.14,12.9700003,Developed_ Open Space,0.670000017
4540,778385.33980,516718.57860,232153640200tree1,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree1,Oak,White Oak,w oak,Oak,14,128.144016,88, , ,East,IN085,RlD,160912,10.10000038,988.7999878,272.7009888,0.9,46,33,21,0.28,0.16,12.9799995,Deciduous Forest,0.689999998
4541,753637.27000,544014.30270,234133300640tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,Jack Oak-IA,jack oak,Oak,14,5.0292,69, , ,East,IN099,ReyA,1702564,9.920000076,1018.530029,244.7284698,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
4542,772649.43590,522419.61650,232153300540tree1,Reuben J. Dawson,1834,IN,Kosciusko,NA,tree1,Oak,White Oak,w oak,Oak,14,3.822192,30.5, , ,East,IN085,OrB,160899,9.909999847,991.1699829,245.0307007,0.57,83.2200012,11.2700005,5.5100002,0.11,0.1,82.8499985,Woody Wetlands,0.560000002
4543,753250.88520,525345.15080,233133300100tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,14,161.739072,89.5, , ,East,IN099,ReyA,1702564,9.989999771,1013.25,243.3230133,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
4544,756490.29810,530833.68630,233133500440tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Bur Oak,burr oak,Oak,14,5.230368,287, , ,East,IN099,BuuA,1702542,10,1009.849976,255.0365601,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4545,768281.15360,546744.18890,235143600240tree1,Reuben J. Dawson,1834,IN,St. Joseph,NA,tree1,Other,Black Ash,B. Ash,Ash,14,4.928616,339.75, , ,East,IN039,CvdA,165351,9.880000114,997.1400146,262.2246399,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Low Intensity,0.560000002
4546,757105.30070,525162.91070,233133540100tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Black Ash,B. Ash,Ash,14,9.454896,315, , ,East,IN099,BuuA,1702542,9.949999809,1009.609985,245.6418762,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.18,9.1700001,Developed_ Open Space,0.790000021
4547,769748.79820,542496.29010,234143700600tree2,Reuben J. Dawson,1835,IN,Marshall,NA,tree2,Other,Black Ash,b ash,Ash,14,2.212848,326, , ,East,IN085,Re,160908,9.930000305,994.0900269,251.7866058,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Open Space,0.800000012
4548,772990.76080,541694.55240,234153300540tree1,Reuben J. Dawson,1835,IN,Kosciusko,NA,tree1,Other,Black Ash,B. Ash,Ash,14,117.884448,39, , ,East,IN085,Re,160908,9.909999847,989.7999878,251.4239044,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Cultivated Crops,0.800000012
4549,767683.97710,519310.31500,232143600340tree1,Reuben J. Dawson,1834,IN,Marshall,NA,tree1,Other,White Ash,w ash,Ash,14,4.626864,355.5, , ,East,IN085,CrA,160860,9.920000076,997.3800049,251.2689819,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,Developed_ Open Space,0.560000002
4550,759804.36470,534800.20760,234143100100tree1,Reuben J. Dawson,1835,IN,Marshall,NA,tree1,Other,White Ash,w ash,Ash,14,2.414016,259, , ,East,IN099,ReyA,1702564,9.960000038,1006.72998,246.8724976,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Open Space,0.800000012
4551,761745.75710,544573.20570,235143200100tree1,Robert Clark Jr,1833,IN,St. Joseph,NA,tree1,Other,White Ash,W. Ash,Ash,14,4.02336,18, , ,East,IN099,OmgB,2481947,9.899999619,1007.02002,250.4091492,0.48,86.8600006,9.2200003,3.9200001,0.12,0.09,91.7399979,Cultivated Crops,0.479999989
4552,751574.26080,552968.64550,235133140600tree1,Robert Clark Jr,1834,IN,Marshall,NA,tree1,Other,Swamp Ash-I,Swp. Ash,Ash,14,93.744288,92, , ,East,IN141,RenA,613948,9.800000191,1033.5,250.766983,6.9000001,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Open Space,0.790000021
4553,779486.76860,544763.94980,235153700140tree2,David Hillis,1829,IN,Elkhart,NA,tree2,Other,Black Ash,b ash,Ash,14,2.414016,180, , ,East,IN039,ScuA,165466,9.899999619,977.3499756,248.440506,1.51,50.9300003,25.2099991,23.8600006,0.22,0.16,10.4099998,Developed_ Low Intensity,0.639999986
