FID,Join_Count,TARGET_FID,entryid,POINT_X,POINT_Y,TRP,Join,UniqueID,Surveyor,SurveyYear,State,County,cornerid,TreeNo,Group_,L2_tree,L1_tree,L3_tree,TDiameter,TDistance,TDegree,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,feature,featurenot,timbernote,understory,landnotes,landnotesv,waterwet_1,generalnot,Line,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,temp,precip,DEM,muname,om_r,sandtotal_,silttotal_,claytotal_,kwfact,kffact,awc_r,ksat_r,RASTERVALU,CLASS
56,1,3170, ,769325.7089,520910.9714, ,232143700440tree1,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree1,Oak,Yellow Oak,y oak,Oak,30,17.903952,348, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.920000076,995.25,246.3572235,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
57,1,3172, ,764479.0566,520972.0967, ,232143400440tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,Bur Oak,burr oak,Oak,30,3.721608,142.5, , , , , , , , , , , , , , ,East,IN099,4,WciAH,2495705,9.890000343,1000.530029,236.5125275,"Waterford-Cohoctah loams, 0 to 2 percent slopes, frequently flooded, brief duration",1.58,58.0699997,26.3899994,16.5400009,0.28,0.28,0.15,28.5100002,90,Woody Wetlands
58,1,3173, ,769447.9834,530580.8515, ,233143700440tree1,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,30,79.863696,342.75, , , , , , , , , , , , , , ,East,IN085,5,Sf,160917,9.949999809,993.539978,246.2906647,Sebewa mucky loam,6.46,47.2900009,27.75,24.9599991,0.19,0.19,0.17,16.6000004,21,"Developed, Open Space"
59,1,3174, ,771081.7619,524044.8127, ,232153200640tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,Red Oak,R oak,Oak,30,26.755344,132.5, , , , , , , , , , , , , , ,East,IN085,5,RlB,160910,9.989999771,993.1599731,257.6130066,"Riddles fine sandy loam, 2 to 6 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,21,"Developed, Open Space"
60,1,3177, ,775890.4848,533543.0347, ,233153500640tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,30,87.709248,240.25, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.909999847,988.4299927,255.4940491,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,41,Deciduous Forest
61,1,3178, ,760303.2616,518656.7862, ,232143140300tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,30,5.0292,116, , , , , , , , , , , , , , ,East,IN099,4,TxuC,1702571,9.890000343,1008.02002,238.0410461,"Tyner loamy sand, 5 to 10 percent slopes",0.48,88.9300003,6.6500001,4.4200001,0.08,0.08,0.09,91.7399979,21,"Developed, Open Space"
62,1,3179, ,775831.5279,519174.5281, ,232153500340tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,30,23.536656,286.5, , , , , , , , , , , , , , ,East,IN085,5,WlB,160929,10.02000046,989.1400146,259.2722168,"Wawasee fine sandy loam, 2 to 6 percent slopes",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,81,Hay/Pasture
63,1,3180, ,773436.5213,529642.8007, ,233153340400tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,30,78.45552,261.5, , , , , , , , , , , , , , ,East,IN085,5,WlC2,160930,9.920000076,990.6699829,252.4536743,"Wawasee fine sandy loam, 6 to 12 percent slopes, eroded",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,21,"Developed, Open Space"
64,1,3183, ,772803.0417,536005.2143, ,234153300200tree1,2.34E+11,Reuben J. Dawson,1835,IN,Kosciusko, ,tree1,Oak,Red Oak,R. Oak,Oak,30,33.796224,304.5, , , , , , , , , , , , , , ,East,IN085,5,Gf,160864,9.93999958,990.4400024,252.1847687,"Gilford sandy loam, gravelly substratum",2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,82,Cultivated Crops
65,1,3227, ,766171.8241,526543.7932, ,233143500200tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Beech,beech,Beech,30,4.224528,240, , , , , , , , , , , , , , ,East,IN085,5,BrA,160856,9.93999958,998.2399902,245.7537384,"Bronson sandy loam, 0 to 2 percent slopes",0.98,67.3300018,22.2600002,10.4099998,0.2,0.2,0.14,28.2299995,21,"Developed, Open Space"
66,1,3230, ,764560.489,526565.7577, ,233143400200tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Aspen,poplar,Poplar/tulip poplar,30,4.123944,133.5, , , , , , , , , , , , , , ,East,IN099,4,RopB,1702566,9.93999958,999.0800171,252.0239868,"Riddles-Oshtemo fine sandy loams, 1 to 5 percent slopes",0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,21,"Developed, Open Space"
67,1,3236, ,765345.0179,523374.385, ,232143440600tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,White Elm,W elm,Elm,30,1.810512,67.5, , , , , , , , , , , , , , ,East,IN085,5,Gr,160867,9.909999847,999.5300293,238.046936,"Gravelton-Palms, gravelly substratum complex, frequently flooded",2.0699999,74.9100037,11.4300003,13.6599998,0.15,0.16,0.12,37.3699989,90,Woody Wetlands
68,1,3240, ,757825.1906,521124.8107, ,232133600440tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Other,Sugar Maple,Sugar,Maple,30,2.212848,182, , , , , , , , , , , , , , ,East,IN099,4,BshA,1702515,9.899999619,1009.280029,237.8054047,"Brady sandy loam, 0 to 1 percent slopes",0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,21,"Developed, Open Space"
69,1,3241, ,762839.5717,517791.8134, ,232143300240tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,White Elm,W elm,Elm,30,34.600896,82, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.890000343,1005.309998,242.8300781,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,41,Deciduous Forest
70,1,3242, ,764577.2875,528184.9511, ,233143400300tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Elm,elm,Elm,30,1.709928,260, , , , , , , , , , , , , , ,East,IN099,4,WkxC2,2481978,9.930000305,999.0200195,248.3578644,"Wawasee sandy loam, 6 to 12 percent slopes, eroded",0.94,51.2799988,30.0699997,18.6499996,0.28,0.28,0.18,9.1700001,82,Cultivated Crops
71,1,3284, ,761279.2729,520221.6024, ,232143200400tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,29,37.417248,135, , , , , , , , , , , , , , ,East,IN099,4,OlcA,1702559,9.890000343,1006.719971,239.4868774,"Oshtemo sandy loam, 0 to 1 percent slopes",0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,21,"Developed, Open Space"
72,1,3285, ,769498.343,532132.3012, ,233143700540tree1,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,29,12.673584,307, , , , , , , , , , , , , , ,East,IN085,5,ClB,160858,9.979999542,993.460022,258.0128174,"Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",0.42,89.9100037,7.0100002,3.0799999,0.03,0.03,0.08,55,21,"Developed, Open Space"
73,1,3286, ,772741.4673,531268.7762, ,233153300500tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,Black Oak,B. Oak,Oak,28,12.573,54.5, , , , , , , , , , , , , , ,East,IN085,5,AtA,160849,9.949999809,991.1199951,256.5169067,"Aubbeenaubbee fine sandy loam, moderately permeable substratum, 0 to 2 percent slopes",0.95,54.1599998,25.8799992,19.9599991,0.23,0.23,0.15,19.8400002,82,Cultivated Crops
74,1,3291, ,759345.8016,517053.4285, ,232133700200tree1,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,28,12.673584,200, , , , , , , , , , , , , , ,East,IN099,4,BufA,2481933,9.890000343,1009.849976,237.5973206,"Bronson sandy loam, 0 to 1 percent slopes",0.6,68.0599976,20.6900005,11.25,0.2,0.2,0.14,28.0499992,21,"Developed, Open Space"
75,1,3292, ,774279.6934,524813.8008, ,233153400100tree1,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,28,16.09344,64.5, , , , , , , , , , , , , , ,East,IN085,5,MaA,160879,9.960000038,990.2399902,252.407547,"Martinsville sandy loam, 0 to 2 percent slopes",1.04,55.6800003,26.1399994,18.1800003,0.26,0.26,0.17,17.9400005,82,Cultivated Crops
76,1,3296, ,775231.9019,534325.9618, ,234153440100tree2,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,28,13.07592,60, , , , , , , , , , , , , , ,East,IN085,5,Bp,160855,9.920000076,988.75,254.7831116,Brady sandy loam,0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,21,"Developed, Open Space"
77,1,3297, ,769481.2874,531303.1155, ,233143700500tree1,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,28,8.650224,228, , , , , , , , , , , , , , ,East,IN085,5,ClB,160858,9.979999542,993.460022,250.0289764,"Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",0.42,89.9100037,7.0100002,3.0799999,0.03,0.03,0.08,55,82,Cultivated Crops
78,1,3298, ,771927.7472,531272.9649, ,233153240500tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W Oak,Oak,28,4.828032,286.5, , , , , , , , , , , , , , ,East,IN085,5,ClB,160858,9.970000267,992.2800293,255.2029877,"Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",0.42,89.9100037,7.0100002,3.0799999,0.03,0.03,0.08,55,82,Cultivated Crops
79,1,3300, ,769324.0243,524078.3088, ,232143700640tree1,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,28,58.741056,255.25, , , , , , , , , , , , , , ,East,IN085,5,OrC,160900,9.920000076,994.710022,245.6240845,"Ormas loamy sand, 6 to 12 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,41,Deciduous Forest
80,1,3301, ,769362.6822,524068.6471, ,232143700640tree2,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,28,29.370528,217.5, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.920000076,994.710022,247.3472443,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,41,Deciduous Forest
81,1,3302, ,769565.2411,534457.6989, ,234153100100tree1,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,28,16.898112,47.75, , , , , , , , , , , , , , ,East,IN085,5,Bp,160855,9.960000038,994.3200073,257.3240051,Brady sandy loam,0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,21,"Developed, Open Space"
82,1,3303, ,779228.0746,533540.0091, ,233153700640tree1,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree1,Oak,Black Oak,B. Oak,Oak,28,10.863072,332, , , , , , , , , , , , , , ,East,IN085,5,ShA,160918,9.880000114,986.2800293,256.9668274,"Shipshe sandy loam, 0 to 2 percent slopes",1.9400001,62.25,19.2399998,18.5100002,0.08,0.15,0.15,29.3600006,82,Cultivated Crops
83,1,3304, ,759450.6521,521105.7069, ,232133700440tree2,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,28,8.851392,267, , , , , , , , , , , , , , ,East,IN099,4,OndA,2481950,9.899999619,1006.619995,238.6906891,"Owosso sandy loam, 0 to 2 percent slopes",0.92,57.1100006,26.4699993,16.4200001,0.27,0.27,0.16,9.1700001,21,"Developed, Open Space"
84,1,3325, ,770960.0768,515222.5312, ,232153200100tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,27,1.408176,322, , , , , , , , , , , , , , ,East,IN085,5,Gf,160864,10.06000042,995.25,260.8660889,"Gilford sandy loam, gravelly substratum",2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,21,"Developed, Open Space"
85,1,3336, ,761302.7075,522658.3979, ,232143200540tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,Red Oak,r oak,Oak,26,4.828032,231.5, , , , , , , , , , , , , , ,East,IN099,4,ReyA,1702564,9.909999847,1005.169983,237.9822388,"Rensselaer loam, 0 to 1 percent slopes",3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,41,Deciduous Forest
86,1,3338, ,774222.4229,517581.5219, ,232153400240tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Yellow Oak,y oak,Oak,26,5.53212,19, , , , , , , , , , , , , , ,East,IN085,5,CrA,160860,10.02000046,990.4400024,264.9389343,"Crosier loam, 0 to 1 percent slopes",0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,41,Deciduous Forest
87,1,3339, ,777522.5071,517591.7073, ,232153600240tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,26,89.720928,48.25, , , , , , , , , , , , , , ,East,IN085,5,WlD2,160931,10.07999992,988.75,265.6948242,"Wawasee fine sandy loam, 12 to 18 percent slopes, eroded",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,21,"Developed, Open Space"
88,1,3341, ,771030.871,520856.404, ,232153200440tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,26,5.632704,216, , , , , , , , , , , , , , ,East,IN085,5,RxB,160913,9.930000305,992.6799927,246.9411316,"Riddles-Ormas-Kosciusko complex, 2 to 6 percent slopes",0.81,66.1800003,20.8799992,12.9399996,0.19,0.2,0.13,38.7599983,41,Deciduous Forest
89,1,3342, ,775881.2417,522372.0019, ,232153500540tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,26,4.727448,180, , , , , , , , , , , , , , ,East,IN085,5,Ho,160870,9.93999958,989.0499878,247.5910645,Homer sandy loam,1.21,64.0299988,22.2600002,13.71,0.18,0.23,0.13,23.6900005,82,Cultivated Crops
90,1,3343, ,775121.7185,529627.3925, ,233153440400tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,26,6.03504,166, , , , , , , , , , , , , , ,East,IN085,5,ClB,160858,9.909999847,989.7199707,261.440094,"Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",0.42,89.9100037,7.0100002,3.0799999,0.03,0.03,0.08,55,21,"Developed, Open Space"
91,1,3347, ,775960.2956,532859.8304, ,233153500600tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,26,1.810512,39, , , , , , , , , , , , , , ,East,IN085,5,ShA,160918,9.890000343,988.6900024,258.7503967,"Shipshe sandy loam, 0 to 2 percent slopes",1.9400001,62.25,19.2399998,18.5100002,0.08,0.15,0.15,29.3600006,21,"Developed, Open Space"
92,1,3351, ,775926.0264,528809.7615, ,233153500340tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Beech,Beech,Beech,26,6.437376,117.5, , , , , , , , , , , , , , ,East,IN085,5,RlB,160910,9.909999847,989.3699951,263.999054,"Riddles fine sandy loam, 2 to 6 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,82,Cultivated Crops
93,1,3359, ,779116.0444,523970.2822, ,232153700640tree1,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree1,Other,Elm,elm,Elm,26,4.224528,330.5, , , , , , , , , , , , , , ,East,IN085,5,Sn,160920,9.930000305,988.1300049,245.6841888,"Shoals loam, gravelly substratum, occasionally flooded",1.53,40.9700012,38.7299995,20.2999992,0.34,0.34,0.18,9.1700001,41,Deciduous Forest
94,1,3368, ,764588.6603,528189.6925, ,233143400300tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,24,10.661904,63, , , , , , , , , , , , , , ,East,IN099,4,WkxB,2481976,9.930000305,999.0200195,248.368927,"Wawasee sandy loam, 2 to 6 percent slopes",0.94,51.2799988,30.0699997,18.6499996,0.28,0.28,0.18,9.1700001,41,Deciduous Forest
95,1,3370, ,772635.3721,521625.4206, ,232153300500tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,24,21.927312,259.5, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.920000076,991.1900024,243.9521484,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
96,1,3371, ,772731.6616,532097.2337, ,233153300540tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,24,21.323808,355, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.949999809,991.0200195,255.8915863,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,82,Cultivated Crops
97,1,3373, ,774293.1145,529651.6859, ,233153400400tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Red Oak,R. Oak,Oak,24,21.726144,282, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.920000076,990.6699829,260.108429,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
98,1,3376, ,771107.3575,528866.5778, ,233153200340tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,W Oak,Oak,24,17.501616,104, , , , , , , , , , , , , , ,East,IN085,5,Wt,160932,9.930000305,992.9799805,246.1190186,Whitaker loam,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,82,Cultivated Crops
99,1,3377, ,772755.6711,532905.9531, ,233153300600tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,24,26.353008,51, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.960000038,990.8900146,256.1108093,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
100,1,3379, ,754691.2998,522809.7868, ,232133400540tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,24,2.01168,180, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.930000305,1011.340027,237.498291,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,21,"Developed, Open Space"
101,1,3380, ,775908.7597,527198.7004, ,233153500240tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Red Oak,R. Oak,Oak,24,2.212848,107, , , , , , , , , , , , , , ,East,IN085,5,Wt,160932,9.920000076,989.5599976,254.5804291,Whitaker loam,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,21,"Developed, Open Space"
102,1,3381, ,754670.6754,522014.4716, ,232133400500tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,24,3.621024,261, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.949999809,1011.559998,239.3933258,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,82,Cultivated Crops
103,1,3384, ,767716.5364,528900.5252, ,233143600340tree1,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,24,114.062256,253.5, , , , , , , , , , , , , , ,East,IN085,5,Wt,160932,9.899999619,995.7800293,242.8822021,Whitaker loam,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,82,Cultivated Crops
104,1,3388, ,774260.9073,524816.8001, ,233153400100tree2,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree2,Oak,Yellow Oak,Y. Oak,Oak,24,10.259568,335, , , , , , , , , , , , , , ,East,IN085,5,MaA,160879,9.960000038,990.2399902,252.5077362,"Martinsville sandy loam, 0 to 2 percent slopes",1.04,55.6800003,26.1399994,18.1800003,0.26,0.26,0.17,17.9400005,21,"Developed, Open Space"
105,1,3391, ,773537.1564,531246.6503, ,233153340500tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,24,11.265408,137.5, , , , , , , , , , , , , , ,East,IN085,5,MbB,160883,9.93999958,990.5800171,255.8852539,"Metea loamy sand, 2 to 6 percent slopes",0.53,76.25,17.0900002,6.6599998,0.18,0.18,0.11,79.6699982,82,Cultivated Crops
106,1,3392, ,777514.9647,517595.7727, ,232153600240tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,24,86.904576,43, , , , , , , , , , , , , , ,East,IN085,5,WlD2,160931,10.07999992,988.75,266.7427673,"Wawasee fine sandy loam, 12 to 18 percent slopes, eroded",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,21,"Developed, Open Space"
107,1,3393, ,771039.0948,526444.8392, ,233153200200tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,W Oak,Oak,24,17.09928,239.5, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.909999847,993.0599976,244.8249054,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,82,Cultivated Crops
108,1,3394, ,762094.2554,521838.4269, ,232143240500tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Yellow Oak,y oak,Oak,24,4.626864,63.5, , , , , , , , , , , , , , ,East,IN099,4,RoqC2,2481965,9.899999619,1003.659973,239.7071228,"Riddles-Metea complex, 5 to 10 percent slopes, eroded",0.63,52.5699997,29.4500008,17.9799995,0.26,0.26,0.15,31.2999992,21,"Developed, Open Space"
109,1,3397, ,774182.7532,515172.4283, ,232153400100tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,24,18.708624,280.5, , , , , , , , , , , , , , ,East,IN085,5,KoC,160875,9.970000267,991.4199829,252.9493408,"Kosciusko sandy loam, 6 to 12 percent slopes",1,64.8099976,17.1299992,18.0599995,0.13,0.18,0.14,12.9700003,-9999, 
110,1,3398, ,772763.5512,524828.7102, ,233153300100tree2,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,24,120.7008,84.75, , , , , , , , , , , , , , ,East,IN085,5,BoC,160854,9.930000305,991.2199707,242.7254028,"Boyer loamy sand, 6 to 12 percent slopes",0.96,79.3000031,11.4899998,9.21,0.08,0.08,0.09,76.4000015,95,Emergent Herbaceous Wetlands
111,1,3399, ,774201.2293,515972.5049, ,232153400140tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Bur Oak,burr oak,Oak,24,6.03504,285.5, , , , , , , , , , , , , , ,East,IN085,5,WlB,160929,9.979999542,991.0200195,261.1365356,"Wawasee fine sandy loam, 2 to 6 percent slopes",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,21,"Developed, Open Space"
112,1,3400, ,775877.7983,522378.0213, ,232153500540tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,24,3.822192,288, , , , , , , , , , , , , , ,East,IN085,5,Ho,160870,9.93999958,989.0499878,248.297699,Homer sandy loam,1.21,64.0299988,22.2600002,13.71,0.18,0.23,0.13,23.6900005,82,Cultivated Crops
113,1,3401, ,759370.7724,517877.2451, ,232133700240tree1,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,24,1.207008,0, , , , , , , , , , , , , , ,East,IN099,4,OlcB,1702560,9.890000343,1009.27002,238.5373993,"Oshtemo sandy loam, 1 to 5 percent slopes",0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,21,"Developed, Open Space"
114,1,3402, ,775121.3437,531211.1523, ,233153440500tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,24,29.16936,201.5, , , , , , , , , , , , , , ,East,IN085,5,KoB,160874,9.909999847,989.6099854,257.1899719,"Kosciusko sandy loam, 2 to 6 percent slopes",1,64.8099976,17.1299992,18.0599995,0.13,0.18,0.14,12.9700003,82,Cultivated Crops
115,1,3405, ,776742.2712,532810.6826, ,233153540600tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,Bur Oak,Burr Oak,Oak,24,50.895504,210.5, , , , , , , , , , , , , , ,East,IN085,5,ShA,160918,9.890000343,987.7199707,258.8296204,"Shipshe sandy loam, 0 to 2 percent slopes",1.9400001,62.25,19.2399998,18.5100002,0.08,0.15,0.15,29.3600006,82,Cultivated Crops
116,1,3407, ,756284.0058,522769.9138, ,232133500540tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,24,1.408176,219, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.930000305,1010.48999,239.9614258,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,21,"Developed, Open Space"
117,1,3408, ,774297.8453,528036.0071, ,233153400300tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,24,5.230368,12.5, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.920000076,990.7800293,257.5792236,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
